script,matches_probe,readable
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/dataverse/YEH04R/table-e28.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/dataverse/YEH04R/table-e5.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/dataverse/YEH04R/table-e6.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/dataverse/YEH04R/table-e7.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/dataverse/YEH04R/table-e8.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/dataverse/YEH04R/table-e9.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/.checkpoint/2020-04-22/lib/x86_64-w64-mingw32/3.6.3/lfe/doc/identification.R,True,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/.checkpoint/2020-04-22/lib/x86_64-w64-mingw32/3.6.3/lfe/doc/lfehow.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/.checkpoint/2020-04-22/lib/x86_64-w64-mingw32/3.6.3/lfe/doc/speed.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/CodeAndFinalOutput/HBP/Code/Analysis/Louisiana/StructuralModelInputs/production_helpers.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/estimatr/tests/testthat/test-iv-robust-fes.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/estimatr/tests/testthat/test-lm-robust-fes.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/inst/doc/identification.R,True,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/inst/doc/lfehow.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/inst/doc/speed.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/anomalies.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/bctest.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/cluster.R,True,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/comparelm.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/degenerate.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/efcheck.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/fourfac.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/intact.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/interact.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/ivtest.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/lfetest.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/mlhs.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/multiway.R,True,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/naomit.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/nonest.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/onefac.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/verify.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10012820/RPackageSources/SourceCode/lfe/tests/weights.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/renv/library/R-4.1/x86_64-w64-mingw32/lfe/doc/identification.R,True,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/renv/library/R-4.1/x86_64-w64-mingw32/lfe/doc/lfehow.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/renv/library/R-4.1/x86_64-w64-mingw32/lfe/doc/speed.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/scripts/Functions.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/scripts/Window_Demand_Estimate.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/scripts/Window_Demand_Estimate_Lasso.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/scripts/Window_Demand_Estimate_Welfare.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/10145562/SBA_Code/scripts/Window_Demand_Estimate_full_sample.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/12637091/QE_updated_package 2/R/expr_helpers.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/12637091/QE_updated_package 2/R/real_opentable.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/12637091/QE_updated_package 2/ripw/R/muhat_twfe.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/13765850/matching_and_agglomeration_replication/code/2_descriptive/representativeness.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/13765850/matching_and_agglomeration_replication/code/3_reduced_form/regression_functions.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/13765850/matching_and_agglomeration_replication/code/4_model/02_get_reduced_form_coefficients.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/13765850/matching_and_agglomeration_replication/code/4_model/04_model_fit_untargeted.R,True,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/13765850/matching_and_agglomeration_replication/code/4_model/model_function.R,False,True
/Users/soodoku/Documents/GitHub/softverse/outputs/scripts/zenodo/14430028/Replication/Rcode/graphical_bayesian_updating.R,False,True
