entry_id,package,version,fixed_on,repo,issue,flagged_on,response_days,plausible
lme4@1.1-29#6,lme4,1.1-29,2022-04-07,lme4/lme4,672,2022-03-15,23,1
lme4@1.1-29#7,lme4,1.1-29,2022-04-07,lme4/lme4,653,2022-01-03,94,1
lme4@1.1-3#1,lme4,1.1-3,,lme4/lme4,120,2013-09-05,,0
lme4@1.1-3#11,lme4,1.1-3,,lme4/lme4,149,2013-10-30,,0
lme4@1.1-3#12,lme4,1.1-3,,lme4/lme4,158,2013-12-04,,0
lme4@1.1-3#13,lme4,1.1-3,,lme4/lme4,166,2013-12-25,,0
lme4@1.1-3#2,lme4,1.1-3,,lme4/lme4,115,2013-08-24,,0
lme4@1.1-3#3,lme4,1.1-3,,lme4/lme4,129,2013-09-17,,0
lme4@1.1-3#6,lme4,1.1-3,,lme4/lme4,141,2013-10-04,,0
lme4@1.1-3#6,lme4,1.1-3,,lme4/lme4,165,2013-12-21,,0
lme4@1.1-30#1,lme4,1.1-30,2022-07-08,lme4/lme4,679,2022-05-02,67,1
lme4@1.1-30#2,lme4,1.1-30,2022-07-08,lme4/lme4,686,2022-06-08,30,1
lme4@1.1-30#3,lme4,1.1-30,2022-07-08,lme4/lme4,688,2022-06-28,10,1
lme4@1.1-30#7,lme4,1.1-30,2022-07-08,lme4/lme4,685,2022-06-08,30,1
lme4@1.1-32#1,lme4,1.1-32,2023-03-14,lme4/lme4,707,2022-11-14,120,1
lme4@1.1-32#4,lme4,1.1-32,2023-03-14,lme4/lme4,713,2023-03-05,9,1
lme4@1.1-33#1,lme4,1.1-33,2023-04-25,lme4/lme4,719,2023-03-22,34,1
lme4@1.1-33#2,lme4,1.1-33,2023-04-25,lme4/lme4,724,2023-04-22,3,1
lme4@1.1-33#3,lme4,1.1-33,2023-04-25,lme4/lme4,678,2022-04-19,371,1
lme4@1.1-33#7,lme4,1.1-33,2023-04-25,lme4/lme4,678,2022-04-19,371,1
lme4@1.1-34#1,lme4,1.1-34,2023-07-04,lme4/lme4,725,2023-06-02,32,1
lme4@1.1-35.2#3,lme4,1.1-35.2,2024-03-28,lme4/lme4,737,2023-08-22,219,1
lme4@1.1-35.4#1,lme4,1.1-35.4,2024-06-19,lme4/lme4,691,2022-07-09,711,1
lme4@1.1-35.4#2,lme4,1.1-35.4,2024-06-19,lme4/lme4,782,2024-04-25,55,1
lme4@1.1-35.4#3,lme4,1.1-35.4,2024-06-19,lme4/lme4,794,2024-06-03,16,1
lme4@1.1-36#6,lme4,1.1-36,2025-01-11,lme4/lme4,812,2024-11-19,53,1
lme4@1.1-37#4,lme4,1.1-37,2025-03-26,lme4/lme4,1156,,,0
lme4@1.1-38#1,lme4,1.1-38,2025-12-02,lme4/lme4,847,2025-07-23,132,1
lme4@1.1-38#15,lme4,1.1-38,2025-12-02,lme4/lme4,227,2014-08-08,4134,1
lme4@1.1-38#2,lme4,1.1-38,2025-12-02,lme4/lme4,691,2022-07-09,1242,1
lme4@1.1-38#2,lme4,1.1-38,2025-12-02,lme4/lme4,753,2023-11-06,757,1
lme4@1.1-4#1,lme4,1.1-4,,lme4/lme4,155,2013-11-14,,0
lme4@1.1-4#10,lme4,1.1-4,,lme4/lme4,170,2014-01-17,,0
lme4@1.1-4#2,lme4,1.1-4,,lme4/lme4,172,2014-01-20,,0
lme4@1.1-4#3,lme4,1.1-4,,lme4/lme4,47,2013-06-20,,0
lme4@1.1-4#6,lme4,1.1-4,,lme4/lme4,144,2013-10-19,,0
lme4@1.1-5#2,lme4,1.1-5,2014-03-14,lme4/lme4,191,2014-03-13,1,1
lme4@1.1-5#5,lme4,1.1-5,2014-03-14,lme4/lme4,190,2014-03-11,3,1
lme4@1.1-7#11,lme4,1.1-7,2014-07-19,lme4/lme4,201,2014-05-06,74,1
lme4@1.1-7#12,lme4,1.1-7,2014-07-19,lme4/lme4,212,2014-06-03,46,1
lme4@1.1-7#13,lme4,1.1-7,2014-07-19,lme4/lme4,205,2014-05-22,58,1
lme4@1.1-7#14,lme4,1.1-7,2014-07-19,lme4/lme4,200,2014-05-02,78,1
lme4@1.1-7#3,lme4,1.1-7,2014-07-19,lme4/lme4,194,2014-03-27,114,1
lme4@1.1-7#5,lme4,1.1-7,2014-07-19,lme4/lme4,211,2014-06-02,47,1
lme4@1.1-7#6,lme4,1.1-7,2014-07-19,lme4/lme4,214,2014-06-10,39,1
lme4@1.1-8#13,lme4,1.1-8,2015-06-22,lme4/lme4,231,2014-08-17,309,1
lme4@1.1-8#18,lme4,1.1-8,2015-06-22,lme4/lme4,153,2013-11-13,586,1
lme4@1.1-8#18,lme4,1.1-8,2015-06-22,lme4/lme4,197,2014-04-10,438,1
lme4@1.1-8#18,lme4,1.1-8,2015-06-22,lme4/lme4,246,2014-09-30,265,1
lme4@1.1-8#18,lme4,1.1-8,2015-06-22,lme4/lme4,275,2015-02-01,141,1
lme4@1.1-8#19,lme4,1.1-8,2015-06-22,lme4/lme4,231,2014-08-17,309,1
lme4@1.1-8#23,lme4,1.1-8,2015-06-22,lme4/lme4,310,2015-06-05,17,1
lme4@1.1-9#10,lme4,1.1-9,2015-08-20,lme4/lme4,176,2014-01-30,567,1
lme4@1.1-9#10,lme4,1.1-9,2015-08-20,lme4/lme4,266,2015-01-09,223,1
lme4@1.1-9#10,lme4,1.1-9,2015-08-20,lme4/lme4,287,2015-03-25,148,1
lme4@1.1-9#10,lme4,1.1-9,2015-08-20,lme4/lme4,318,2015-07-23,28,1
lme4@1.1-9#5,lme4,1.1-9,2015-08-20,lme4/lme4,284,2015-03-04,169,1
lme4@1.1-9#7,lme4,1.1-9,2015-08-20,lme4/lme4,313,2015-06-17,64,1
lme4@2.0-6#10,lme4,2.0-6,2026-07-16,lme4/lme4,958,2026-04-02,105,1
lme4@2.0-6#11,lme4,2.0-6,2026-07-16,lme4/lme4,979,2026-06-04,42,1
lme4@2.0-6#12,lme4,2.0-6,2026-07-16,lme4/lme4,948,2026-03-13,125,1
lme4@2.0-6#13,lme4,2.0-6,2026-07-16,lme4/lme4,985,2026-07-02,14,1
lme4@2.0-6#2,lme4,2.0-6,2026-07-16,lme4/lme4,913,2026-02-11,155,1
lme4@2.0-6#20,lme4,2.0-6,2026-07-16,lme4/lme4,808,2024-08-28,687,1
lme4@2.0-6#21,lme4,2.0-6,2026-07-16,lme4/lme4,968,2026-05-13,64,1
lme4@2.0-6#24,lme4,2.0-6,2026-07-16,lme4/lme4,566,2020-04-21,2277,1
lme4@2.0-6#3,lme4,2.0-6,2026-07-16,lme4/lme4,377,2016-05-10,3719,1
lme4@2.0-6#5,lme4,2.0-6,2026-07-16,lme4/lme4,962,2026-04-16,91,1
lme4@2.0-6#6,lme4,2.0-6,2026-07-16,lme4/lme4,975,2026-05-22,55,1
lme4@2.0-6#7,lme4,2.0-6,2026-07-16,lme4/lme4,290,2015-03-30,4126,1
lme4@2.0-6#8,lme4,2.0-6,2026-07-16,lme4/lme4,943,2026-03-06,132,1
lme4@2.0-6#9,lme4,2.0-6,2026-07-16,lme4/lme4,945,2026-03-08,130,1
optmatch@unknown#12,optmatch,unknown,,markmfredrickson/optmatch,218,2022-04-07,,0
optmatch@unknown#14,optmatch,unknown,,markmfredrickson/optmatch,65,2013-08-21,,0
optmatch@unknown#2,optmatch,unknown,,markmfredrickson/optmatch,223,2022-07-17,,0
optmatch@unknown#27,optmatch,unknown,,markmfredrickson/optmatch,189,2020-05-25,,0
optmatch@unknown#27,optmatch,unknown,,markmfredrickson/optmatch,206,2021-05-21,,0
optmatch@unknown#28,optmatch,unknown,,markmfredrickson/optmatch,204,2021-05-07,,0
optmatch@unknown#28,optmatch,unknown,,markmfredrickson/optmatch,211,2021-09-18,,0
optmatch@unknown#29,optmatch,unknown,,markmfredrickson/optmatch,209,2021-08-21,,0
optmatch@unknown#30,optmatch,unknown,,markmfredrickson/optmatch,194,2021-01-04,,0
optmatch@unknown#32,optmatch,unknown,,markmfredrickson/optmatch,181,2019-10-31,,0
optmatch@unknown#33,optmatch,unknown,,markmfredrickson/optmatch,190,2020-07-16,,0
optmatch@unknown#34,optmatch,unknown,,markmfredrickson/optmatch,203,2021-03-25,,0
optmatch@unknown#35,optmatch,unknown,,markmfredrickson/optmatch,194,2021-01-04,,0
optmatch@unknown#36,optmatch,unknown,,markmfredrickson/optmatch,194,2021-01-04,,0
optmatch@unknown#37,optmatch,unknown,,markmfredrickson/optmatch,194,2021-01-04,,0
optmatch@unknown#38,optmatch,unknown,,markmfredrickson/optmatch,155,2018-10-05,,0
optmatch@unknown#39,optmatch,unknown,,markmfredrickson/optmatch,180,2019-10-03,,0
optmatch@unknown#4,optmatch,unknown,,markmfredrickson/optmatch,230,2023-02-21,,0
optmatch@unknown#40,optmatch,unknown,,markmfredrickson/optmatch,179,2019-09-23,,0
optmatch@unknown#42,optmatch,unknown,,markmfredrickson/optmatch,54,2013-06-07,,0
optmatch@unknown#43,optmatch,unknown,,markmfredrickson/optmatch,68,2013-09-11,,0
optmatch@unknown#44,optmatch,unknown,,markmfredrickson/optmatch,159,2018-10-30,,0
optmatch@unknown#45,optmatch,unknown,,markmfredrickson/optmatch,104,2015-06-23,,0
optmatch@unknown#45,optmatch,unknown,,markmfredrickson/optmatch,149,2018-05-14,,0
optmatch@unknown#46,optmatch,unknown,,markmfredrickson/optmatch,147,2018-03-08,,0
optmatch@unknown#47,optmatch,unknown,,markmfredrickson/optmatch,175,2019-06-28,,0
optmatch@unknown#5,optmatch,unknown,,markmfredrickson/optmatch,234,2023-10-21,,0
optmatch@unknown#50,optmatch,unknown,,markmfredrickson/optmatch,138,2017-08-15,,0
optmatch@unknown#50,optmatch,unknown,,markmfredrickson/optmatch,142,2017-09-11,,0
optmatch@unknown#50,optmatch,unknown,,markmfredrickson/optmatch,149,2018-05-14,,0
optmatch@unknown#52,optmatch,unknown,,markmfredrickson/optmatch,116,2016-04-22,,0
optmatch@unknown#56,optmatch,unknown,,markmfredrickson/optmatch,128,2017-07-06,,0
optmatch@unknown#57,optmatch,unknown,,markmfredrickson/optmatch,129,2017-07-07,,0
optmatch@unknown#58,optmatch,unknown,,markmfredrickson/optmatch,132,2017-07-15,,0
optmatch@unknown#59,optmatch,unknown,,markmfredrickson/optmatch,121,2016-12-12,,0
optmatch@unknown#64,optmatch,unknown,,markmfredrickson/optmatch,101,2015-05-16,,0
optmatch@unknown#68,optmatch,unknown,,markmfredrickson/optmatch,110,2016-03-07,,0
optmatch@unknown#68,optmatch,unknown,,markmfredrickson/optmatch,113,2016-03-17,,0
optmatch@unknown#72,optmatch,unknown,,markmfredrickson/optmatch,80,2014-06-10,,0
optmatch@unknown#74,optmatch,unknown,,markmfredrickson/optmatch,92,2015-01-07,,0
optmatch@unknown#78,optmatch,unknown,,markmfredrickson/optmatch,83,2014-07-25,,0
optmatch@unknown#83,optmatch,unknown,,markmfredrickson/optmatch,74,2013-11-01,,0
optmatch@unknown#9,optmatch,unknown,,markmfredrickson/optmatch,220,2022-05-16,,0
optmatch@unknown#93,optmatch,unknown,,markmfredrickson/optmatch,70,2013-09-26,,0
ordinal@2010.03-04#105,ordinal,2010.03-04,2010-03-07,runehaubo/ordinal,18,2019-04-15,-3326,0
plm@2.4-1#0,plm,2.4-1,2021-03-02,ycroissant/plm,3,2021-02-09,21,1
plm@2.4-2#13,plm,2.4-2,2021-09-21,ycroissant/plm,11,2021-08-31,21,1
plm@2.4-2#6,plm,2.4-2,2021-09-21,ycroissant/plm,10,2021-08-23,29,1
plm@2.4-2#7,plm,2.4-2,2021-09-21,ycroissant/plm,4,2021-03-18,187,1
plm@2.4-2#9,plm,2.4-2,2021-09-21,ycroissant/plm,4,2021-03-18,187,1
plm@2.6-1#0,plm,2.6-1,2022-03-05,ycroissant/plm,17,2022-02-22,11,1
plm@2.6-2#4,plm,2.6-2,2022-08-16,ycroissant/plm,23,2022-05-16,92,1
plm@2.6-2#5,plm,2.6-2,2022-08-16,ycroissant/plm,23,2022-05-16,92,1
plm@2.6-3#3,plm,2.6-3,2023-04-09,ycroissant/plm,39,2023-01-31,68,1
plm@2.6-3#4,plm,2.6-3,2023-04-09,ycroissant/plm,35,2022-10-13,178,1
plm@2.6-3#5,plm,2.6-3,2023-04-09,ycroissant/plm,35,2022-10-13,178,1
plm@2.6-4#10,plm,2.6-4,2024-04-01,ycroissant/plm,46,2023-05-24,313,1
plm@2.6-4#9,plm,2.6-4,2024-04-01,ycroissant/plm,50,2023-09-08,206,1
plm@2.6-5#4,plm,2.6-5,2025-01-17,ycroissant/plm,58,2024-06-26,205,1
plm@2.6-6#2,plm,2.6-6,2025-04-04,ycroissant/plm,67,2025-03-13,22,1
plm@2.6-7#0,plm,2.6-7,2025-11-13,ycroissant/plm,75,2025-11-04,9,1
rms@8.1-0#5,rms,8.1-0,2025-10-14,harrelfe/rms,157,2025-03-03,225,1
spdep@1.1-12#3,spdep,1.1-12,2021-11-09,r-spatial/spdep,62,2021-10-23,17,1
spdep@1.1-13#0,spdep,1.1-13,2021-12-14,r-spatial/spdep,65,2021-11-11,33,1
spdep@1.1-13#1,spdep,1.1-13,2021-12-14,r-spatial/spdep,66,2021-11-15,29,1
spdep@1.1-13#1,spdep,1.1-13,2021-12-14,r-spatial/spdep,68,2021-11-21,23,1
spdep@1.1-7#5,spdep,1.1-7,2021-04-03,r-spatial/spdep,38,2020-02-10,418,1
spdep@1.1-7#5,spdep,1.1-7,2021-04-03,r-spatial/spdep,53,2021-02-10,52,1
spdep@1.1-7#6,spdep,1.1-7,2021-04-03,r-spatial/spdep,54,2021-03-16,18,1
spdep@1.1-8#0,spdep,1.1-8,2021-05-23,r-spatial/spdep,20,2018-11-02,933,1
spdep@1.1-8#0,spdep,1.1-8,2021-05-23,r-spatial/spdep,55,2021-04-02,51,1
spdep@1.1-8#2,spdep,1.1-8,2021-05-23,r-spatial/spdep,58,2021-04-28,25,1
spdep@1.2-2#2,spdep,1.2-2,2022-01-28,r-spatial/spdep,68,2021-11-21,68,1
spdep@1.2-2#2,spdep,1.2-2,2022-01-28,r-spatial/spdep,72,2022-01-10,18,1
spdep@1.2-2#2,spdep,1.2-2,2022-01-28,r-spatial/spdep,73,2022-01-10,18,1
spdep@1.2-2#2,spdep,1.2-2,2022-01-28,r-spatial/spdep,74,2022-01-11,17,1
spdep@1.2-2#2,spdep,1.2-2,2022-01-28,r-spatial/spdep,75,2022-01-21,7,1
spdep@1.2-2#2,spdep,1.2-2,2022-01-28,r-spatial/spdep,76,2022-01-21,7,1
spdep@1.2-2#3,spdep,1.2-2,2022-01-28,r-spatial/spdep,77,2022-01-22,6,1
spdep@1.2-3#1,spdep,1.2-3,2022-03-29,r-spatial/spdep,81,2022-03-18,11,1
spdep@1.2-3#2,spdep,1.2-3,2022-03-29,r-spatial/spdep,79,2022-02-17,40,1
spdep@1.2-4#0,spdep,1.2-4,2022-04-18,r-spatial/spdep,83,2022-04-15,3,1
spdep@1.2-5#1,spdep,1.2-5,2022-08-11,r-spatial/spdep,87,2022-06-19,53,1
spdep@1.2-7#0,spdep,1.2-7,2022-10-01,r-spatial/spdep,103,2022-09-25,6,1
spdep@1.2-7#2,spdep,1.2-7,2022-10-01,r-spatial/spdep,95,2022-09-02,29,1
spdep@1.2-7#3,spdep,1.2-7,2022-10-01,r-spatial/spdep,92,2022-09-02,29,1
spdep@1.2-7#3,spdep,1.2-7,2022-10-01,r-spatial/spdep,93,2022-09-02,29,1
spdep@1.2-7#3,spdep,1.2-7,2022-10-01,r-spatial/spdep,94,2022-09-02,29,1
spdep@1.2-7#3,spdep,1.2-7,2022-10-01,r-spatial/spdep,96,2022-09-08,23,1
spdep@1.2-7#3,spdep,1.2-7,2022-10-01,r-spatial/spdep,97,2022-09-10,21,1
spdep@1.2-7#4,spdep,1.2-7,2022-10-01,r-spatial/spdep,91,2022-08-29,33,1
spdep@1.2-8#10,spdep,1.2-8,2023-02-28,r-spatial/spdep,111,2022-10-27,124,1
spdep@1.2-8#11,spdep,1.2-8,2023-02-28,r-spatial/spdep,109,2022-10-03,148,1
spdep@1.2-8#2,spdep,1.2-8,2023-02-28,r-spatial/spdep,124,2023-01-27,32,1
spdep@1.2-8#3,spdep,1.2-8,2023-02-28,r-spatial/spdep,124,2023-01-27,32,1
spdep@1.2-8#5,spdep,1.2-8,2023-02-28,r-spatial/spdep,121,2023-01-23,36,1
spdep@1.2-8#5,spdep,1.2-8,2023-02-28,r-spatial/spdep,123,2023-01-27,32,1
spdep@1.2-8#6,spdep,1.2-8,2023-02-28,r-spatial/spdep,120,2022-12-30,60,1
spdep@1.2-8#7,spdep,1.2-8,2023-02-28,r-spatial/spdep,119,2022-12-15,75,1
spdep@1.2-8#8,spdep,1.2-8,2023-02-28,r-spatial/spdep,116,2022-11-28,92,1
spdep@1.2-8#9,spdep,1.2-8,2023-02-28,r-spatial/spdep,113,2022-11-16,104,1
spdep@1.3-1#6,spdep,1.3-1,2023-11-23,r-spatial/spdep,133,2023-08-30,85,1
spdep@1.3-10#0,spdep,1.3-10,2025-01-20,r-spatial/spdep,176,2025-01-18,2,1
spdep@1.3-3#2,spdep,1.3-3,2024-02-07,r-spatial/spdep,143,2024-01-18,20,1
spdep@1.3-3#3,spdep,1.3-3,2024-02-07,r-spatial/spdep,139,2024-01-08,30,1
spdep@1.3-4#0,spdep,1.3-4,2024-05-31,r-spatial/spdep,151,2024-05-08,23,1
spdep@1.3-4#4,spdep,1.3-4,2024-05-31,r-spatial/spdep,144,2024-03-20,72,1
spdep@1.3-5#0,spdep,1.3-5,2024-06-10,r-spatial/spdep,157,2024-06-08,2,1
spdep@1.3-5#1,spdep,1.3-5,2024-06-10,r-spatial/spdep,155,2024-06-02,8,1
spdep@1.3-5#2,spdep,1.3-5,2024-06-10,r-spatial/spdep,154,2024-06-01,9,1
spdep@1.3-6#0,spdep,1.3-6,2024-09-13,r-spatial/spdep,162,2024-07-05,70,1
spdep@1.3-6#2,spdep,1.3-6,2024-09-13,r-spatial/spdep,163,2024-07-09,66,1
spdep@1.3-6#3,spdep,1.3-6,2024-09-13,r-spatial/spdep,162,2024-07-05,70,1
spdep@1.3-6#4,spdep,1.3-6,2024-09-13,r-spatial/spdep,162,2024-07-05,70,1
spdep@1.3-6#6,spdep,1.3-6,2024-09-13,r-spatial/spdep,160,2024-06-11,94,1
spdep@1.3-7#1,spdep,1.3-7,2024-11-25,r-spatial/spdep,163,2024-07-09,139,1
spdep@1.3-7#1,spdep,1.3-7,2024-11-25,r-spatial/spdep,171,2024-10-29,27,1
spdep@1.3-9#0,spdep,1.3-9,2025-01-16,r-spatial/spdep,175,2025-01-11,5,1
