rank,language,fname,packages,scripts,share,calls
1003,R,gnlsControl,nlme,1,0.0001,1
1004,R,grangertest,lmtest,1,0.0001,1
1005,Python,gstd,scipy.stats,1,0.0002,15
1006,R,gsummary,nlme,1,0.0001,9
1007,Python,gumbel,numpy.random,1,0.0002,2
1008,Python,hamming_loss,sklearn.metrics,1,0.0002,11
1009,Python,haversine_distances,sklearn.metrics,1,0.0002,4
1010,Python,hdmedian,scipy.stats,1,0.0002,5
1011,Python,hdquantiles,scipy.stats,1,0.0002,8
1012,Python,hdquantiles_sd,scipy.stats,1,0.0002,2
1013,Python,hinge_loss,sklearn.metrics,1,0.0002,7
1014,Python,hmean,scipy.stats,1,0.0002,4
1015,Python,homogeneity_completeness_v_measure,sklearn.metrics,1,0.0002,6
1016,R,huber,MASS,1,0.0001,1
1017,Python,hypergeom,scipy.stats,1,0.0002,3
1018,Python,idealfourths,scipy.stats,1,0.0002,4
1019,R,inSide,mgcv,1,0.0001,1
1020,Python,initial_constraints_as_canonical,scipy.optimize,1,0.0002,2
1021,Python,initialize_direction_numbers,scipy.stats,1,0.0002,1
1022,Python,initialize_v,scipy.stats,1,0.0002,1
1023,R,interaction.plot,stats,1,0.0001,1
1024,Python,intersect_trust_region,scipy.optimize,1,0.0002,3
1025,Python,invgamma,scipy.stats,1,0.0002,1
1026,Python,invgauss,scipy.stats,1,0.0002,2
1027,Python,invwishart,scipy.stats,1,0.0002,3
1028,R,is.empty.model,stats,1,0.0001,1
1029,R,is.pbalanced,plm,1,0.0001,2
1030,R,is.stepfun,stats,1,0.0001,1
1031,Python,isf,scipy.stats,1,0.0002,29
1032,R,isoMDS,MASS,1,0.0001,3
1033,R,isoreg,stats,1,0.0001,1
1034,Python,itemfreq,scipy.stats,1,0.0002,3
1035,R,ivreg.fit,AER;ivreg,1,0.0001,1
1036,Python,jarque_bera,scipy.stats,1,0.0002,27
1037,Python,kappa4,scipy.stats,1,0.0002,1
1038,Python,kendalltau_seasonal,scipy.stats,1,0.0002,1
1039,Python,keys,sklearn.metrics,1,0.0002,1
1040,Python,keys,scipy.optimize,1,0.0002,1
1041,R,knots,stats,1,0.0001,1
1042,Python,kolmogn,scipy.stats,1,0.0002,3
1043,R,kselect,quantreg,1,0.0001,1
1044,R,kunique,quantreg,1,0.0001,1
1045,Python,label_ranking_average_precision_score,sklearn.metrics,1,0.0002,3
1046,Python,label_ranking_loss,sklearn.metrics,1,0.0002,34
1047,Python,laplace,numpy.random,1,0.0002,2
1048,Python,laplacian_kernel,sklearn.metrics,1,0.0002,1
1049,Python,lasso_path,sklearn.linear_model,1,0.0002,1
1050,R,lda,MASS,1,0.0001,9
1051,R,lead,plm,1,0.0001,938
1052,Python,least_squares,scipy.stats,1,0.0002,1
1053,Python,leastsq,scipy.optimize,1,0.0002,6
1054,Python,left_multiplied_operator,scipy.optimize,1,0.0002,1
1055,R,levene.test,car,1,0.0001,8
1056,Python,line_search_armijo,scipy.optimize,1,0.0002,1
1057,R,linearHypothesis.default,car,1,0.0001,1
1058,Python,linear_kernel,sklearn.metrics,1,0.0002,1
1059,Python,linearmixing,scipy.optimize,1,0.0002,1
1060,Python,linprog,scipy.optimize,1,0.0002,116
1061,R,lm.fit.recursive,quantreg,1,0.0001,2
1062,R,lm.influence,stats,1,0.0001,2
1063,R,loadings,stats,1,0.0001,4
1064,R,logistic,VGAM,1,0.0001,2
1065,Python,logistic,numpy.random,1,0.0002,1
1066,R,logit,car,1,0.0001,2
1067,Python,logit,statsmodels,1,0.0002,13
1068,R,loglm,MASS,1,0.0001,1
1069,Python,logser,scipy.stats,1,0.0002,1
1070,Python,logsf,scipy.stats,1,0.0002,17
1071,R,logtrans,MASS,1,0.0001,1
1072,Python,loguniform,scipy.stats,1,0.0002,1
1073,Python,loop_example,scipy.optimize,1,0.0002,4
1074,Python,lower,scipy.stats,1,0.0002,2
1075,Python,lsq_linear,scipy.optimize,1,0.0002,21
1076,R,make.formula,survey,1,0.0001,4
1077,Python,manhattan_distances,sklearn.metrics,1,0.0002,2
1078,Python,margins,scipy.stats,1,0.0002,4
1079,Python,matrix_normal,scipy.stats,1,0.0002,17
1080,Python,matthews_corrcoef,sklearn.metrics,1,0.0002,19
1081,Python,max_error,sklearn.metrics,1,0.0002,2
1082,R,mca,MASS,1,0.0001,1
1083,Python,mean_absolute_error,sklearn.metrics,1,0.0002,6
1084,Python,mean_absolute_percentage_error,sklearn.metrics,1,0.0002,6
1085,Python,mean_squared_log_error,sklearn.metrics,1,0.0002,8
1086,Python,mean_tweedie_deviance,sklearn.metrics,1,0.0002,25
1087,R,meatCL,sandwich,1,0.0001,1
1088,R,meatHAC,sandwich,1,0.0001,1
1089,R,meatHC,sandwich,1,0.0001,1
1090,R,meatPC,sandwich,1,0.0001,1
1091,R,meatPL,sandwich,1,0.0001,1
1092,Python,median_abs_deviation,scipy.stats,1,0.0002,9
1093,Python,median_absolute_deviation,scipy.stats,1,0.0002,12
1094,Python,median_absolute_error,sklearn.metrics,1,0.0002,3
1095,Python,mielke,scipy.stats,1,0.0002,3
1096,Python,minimize_quadratic_1d,scipy.optimize,1,0.0002,10
1097,Python,mjci,scipy.stats,1,0.0002,1
1098,R,model.frame.default,stats,1,0.0001,1
1099,R,model.matrix.default,stats,1,0.0001,1
1100,Python,modified_dogleg,scipy.optimize,1,0.0002,8
1101,Python,mquantiles_cimj,scipy.stats,1,0.0002,1
1102,Python,multilabel_confusion_matrix,sklearn.metrics,1,0.0002,15
1103,R,multimed,mediation,1,0.0001,9
1104,Python,multinomial,scipy.stats,1,0.0002,1
1105,Python,multiscale_graphcorr,scipy.stats,1,0.0002,7
1106,Python,multivariate_hypergeom,scipy.stats,1,0.0002,3
1107,Python,multivariate_normal,scipy.stats,1,0.0002,9
1108,Python,multivariate_t,scipy.stats,1,0.0002,16
1109,Python,mutual_info_score,sklearn.metrics,1,0.0002,6
1110,Python,mv,scipy.stats,1,0.0002,1
1111,Python,n_primes,scipy.stats,1,0.0002,3
1112,Python,nbinom,scipy.stats,1,0.0002,1
1113,Python,nct,scipy.stats,1,0.0002,3
1114,Python,ndcg_score,sklearn.metrics,1,0.0002,7
1115,Python,negative_binomial,numpy.random,1,0.0002,1
1116,Python,newton_krylov,scipy.optimize,1,0.0002,1
1117,R,nlmeControl,nlme,1,0.0001,6
1118,R,nlrq.control,quantreg,1,0.0001,1
1119,R,nlrqModel,quantreg,1,0.0001,1
1120,Python,nnls,scipy.optimize,1,0.0002,2
1121,Python,noncentral_chisquare,numpy.random,1,0.0002,3
1122,Python,noncentral_f,numpy.random,1,0.0002,2
1123,Python,nonlin_solve,scipy.optimize,1,0.0002,1
1124,Python,norm,scipy.optimize,1,0.0002,22
1125,Python,old_bound_to_new,scipy.optimize,1,0.0002,2
1126,Python,orthogonal_mp,sklearn.linear_model,1,0.0002,19
1127,Python,orthogonal_mp_gram,sklearn.linear_model,1,0.0002,7
1128,Python,orthogonality,scipy.optimize,1,0.0002,6
1129,Python,page_trend_test,scipy.stats,1,0.0002,24
1130,Python,pair_confusion_matrix,sklearn.metrics,1,0.0002,3
1131,Python,paired_distances,sklearn.metrics,1,0.0002,4
1132,Python,paired_euclidean_distances,sklearn.metrics,1,0.0002,1
1133,Python,paired_manhattan_distances,sklearn.metrics,1,0.0002,1
1134,R,pairwise.t.test,stats,1,0.0001,18
1135,Python,pairwise_distances_argmin_min,sklearn.metrics,1,0.0002,8
1136,Python,pairwise_distances_chunked,sklearn.metrics,1,0.0002,8
1137,R,pava.blocks,sandwich,1,0.0001,2
1138,R,pdSymm,nlme,1,0.0001,1
1139,Python,pearson3,scipy.stats,1,0.0002,2
1140,R,phenoModel,nlme,1,0.0001,1
1141,R,plot.gam,mgcv,1,0.0001,20
1142,R,plot.qss1,quantreg,1,0.0001,1
1143,R,plot.qss2,quantreg,1,0.0001,1
1144,Python,plot_confusion_matrix,sklearn.metrics,1,0.0002,10
1145,Python,plot_det_curve,sklearn.metrics,1,0.0002,1
1146,Python,plot_precision_recall_curve,sklearn.metrics,1,0.0002,11
1147,Python,plot_roc_curve,sklearn.metrics,1,0.0002,5
1148,Python,plotting_positions,scipy.stats,1,0.0002,1
1149,Python,polynomial_kernel,sklearn.metrics,1,0.0002,3
1150,R,pooledSD,nlme,1,0.0001,1
1151,Python,power,numpy.random,1,0.0002,1
1152,Python,power_divergence,scipy.stats,1,0.0002,11
1153,R,ppr,stats,1,0.0001,5
1154,Python,precision_recall_fscore_support,sklearn.metrics,1,0.0002,29
1155,R,predict.qss2,quantreg,1,0.0001,1
1156,R,predict.rq,quantreg,1,0.0001,1
1157,R,predict.rq.process,quantreg,1,0.0001,3
1158,R,predict.rqs,quantreg,1,0.0001,1
1159,R,price,VGAM,1,0.0001,5
1160,Python,primes_from_2_to,scipy.stats,1,0.0002,1
1161,R,proj,stats,1,0.0001,1
1162,Python,projected_cg,scipy.optimize,1,0.0002,12
1163,R,qda,MASS,1,0.0001,1
1164,R,qss1,quantreg,1,0.0001,1
1165,R,qss2,quantreg,1,0.0001,1
1166,Python,quadratic_assignment,scipy.optimize,1,0.0002,42
1167,R,quasi,stats,1,0.0001,1
1168,R,quinModel,nlme,1,0.0001,1
1169,R,r2,fixest,1,0.0001,3
1170,Python,rand_score,sklearn.metrics,1,0.0002,4
1171,R,random.effects,nlme,1,0.0001,1
1172,Python,random_integers,numpy.random,1,0.0002,2
1173,R,ranks,quantreg,1,0.0001,2
1174,Python,ranksums,scipy.stats,1,0.0002,3
1175,Python,rdist,scipy.stats,1,0.0002,1
1176,R,rdplot,rdrobust,1,0.0001,2
1177,Python,reflective_transformation,scipy.optimize,1,0.0002,5
1178,Python,relative_risk,scipy.stats,1,0.0002,9
1179,Python,relfreq,scipy.stats,1,0.0002,3
1180,R,replications,stats,1,0.0001,2
1181,Python,ridge_regression,sklearn.linear_model,1,0.0002,5
1182,Python,right_multiplied_operator,scipy.optimize,1,0.0002,1
1183,R,rnegbin,MASS,1,0.0001,1
1184,Python,rosen_der,scipy.optimize,1,0.0002,1
1185,R,rowMedians,robustbase,1,0.0001,4
1186,R,rpareto,VGAM,1,0.0001,1
1187,R,rq.fit.fnb,quantreg,1,0.0001,10
1188,R,rq.fit.fnc,quantreg,1,0.0001,2
1189,R,rq.fit.hogg,quantreg,1,0.0001,1
1190,R,rq.fit.lasso,quantreg,1,0.0001,2
1191,R,rq.fit.pfn,quantreg,1,0.0001,2
1192,R,rq.fit.scad,quantreg,1,0.0001,1
1193,R,rq.fit.sfnc,quantreg,1,0.0001,1
1194,R,rq.test.anowar,quantreg,1,0.0001,1
1195,R,rq.test.rank,quantreg,1,0.0001,1
1196,R,rqProcess,quantreg,1,0.0001,1
1197,R,rqs.fit,quantreg,1,0.0001,1
1198,R,rqss.fit,quantreg,1,0.0001,3
1199,Python,rsh,scipy.stats,1,0.0002,2
1200,Python,rv_continuous,scipy.stats,1,0.0002,1
1201,Python,rv_discrete,scipy.stats,1,0.0002,13
1202,Python,rv_histogram,scipy.stats,1,0.0002,2
1203,Python,rvs_ratio_uniforms,scipy.stats,1,0.0002,12
1204,R,sammon,MASS,1,0.0001,2
1205,Python,scalar_search_armijo,scipy.optimize,1,0.0002,2
1206,Python,scalar_search_wolfe1,scipy.optimize,1,0.0002,1
1207,Python,scalar_search_wolfe2,scipy.optimize,1,0.0002,2
1208,Python,scale,scipy.stats,1,0.0002,12
1209,R,setFixest_nthreads,fixest,1,0.0001,1
1210,Python,set_state,numpy.random,1,0.0002,1
1211,Python,setulb,scipy.optimize,1,0.0002,1
1212,R,sfnMessage,quantreg,1,0.0001,2
1213,Python,shapiro,scipy.stats,1,0.0002,7
1214,Python,show_options,scipy.optimize,1,0.0002,1
1215,Python,siegelslopes,scipy.stats,1,0.0002,7
1216,R,sigmaHat,car,1,0.0001,1
1217,Python,sigmaclip,scipy.stats,1,0.0002,5
1218,Python,silhouette_samples,sklearn.metrics,1,0.0002,6
1219,Python,silhouette_score,sklearn.metrics,1,0.0002,12
1220,Python,singular_leading_submatrix,scipy.optimize,1,0.0002,3
1221,Python,slsqp,scipy.optimize,1,0.0002,1
1222,Python,somersd,scipy.stats,1,0.0002,32
1223,R,sortedXyData,stats,1,0.0001,2
1224,Python,special_ortho_group,scipy.stats,1,0.0002,1
1225,Python,sphere_intersections,scipy.optimize,1,0.0002,10
1226,Python,standard_cauchy,numpy.random,1,0.0002,1
1227,Python,standard_exponential,numpy.random,1,0.0002,1
1228,Python,standard_gamma,numpy.random,1,0.0002,2
1229,Python,standard_t,numpy.random,1,0.0002,1
1230,Python,std,scipy.stats,1,0.0002,1
1231,Python,step_size_to_bound,scipy.optimize,1,0.0002,5
1232,Python,strict_bounds,scipy.optimize,1,0.0002,6
1233,R,style.df,fixest,1,0.0001,1
1234,Python,summary_col,statsmodels,1,0.0002,8
1235,Python,support,scipy.stats,1,0.0002,3
1236,R,survdiff,survival,1,0.0001,2
1237,R,svyby,survey,1,0.0001,7
1238,R,svydesign,survey,1,0.0001,4
1239,R,ti,mgcv,1,0.0001,2
1240,Python,tiecorrect,scipy.stats,1,0.0002,9
1241,Python,tmax,scipy.stats,1,0.0002,9
1242,Python,tmean,scipy.stats,1,0.0002,3
1243,Python,tmin,scipy.stats,1,0.0002,10
1244,R,toeplitz,stats,1,0.0001,4
1245,Python,top_k_accuracy_score,sklearn.metrics,1,0.0002,6
1246,Python,triangular,numpy.random,1,0.0002,1
1247,Python,trim,scipy.stats,1,0.0002,11
1248,Python,trim1,scipy.stats,1,0.0002,9
1249,Python,trim_mean,scipy.stats,1,0.0002,11
1250,Python,trimmed_mean_ci,scipy.stats,1,0.0002,1
1251,Python,trimmed_stde,scipy.stats,1,0.0002,2
1252,Python,trimr,scipy.stats,1,0.0002,1
1253,Python,trimtail,scipy.stats,1,0.0002,2
1254,R,triogram.fidelity,quantreg,1,0.0001,1
1255,R,triogram.penalty,quantreg,1,0.0001,1
1256,R,ts.plot,stats,1,0.0001,10
1257,Python,tsem,scipy.stats,1,0.0002,3
1258,Python,tstd,scipy.stats,1,0.0002,2
1259,Python,ttest_ind_from_stats,scipy.stats,1,0.0002,15
1260,Python,tukeylambda_kurtosis,scipy.stats,1,0.0002,7
1261,Python,tukeylambda_variance,scipy.stats,1,0.0002,7
1262,Python,tvar,scipy.stats,1,0.0002,8
1263,R,untangle.specials,quantreg;survival,1,0.0001,2
1264,R,update.formula,stats,1,0.0001,1
1265,Python,update_discrepancy,scipy.stats,1,0.0002,6
1266,Python,van_der_corput,scipy.stats,1,0.0002,4
1267,R,varComb,nlme,1,0.0001,1
1268,R,varConstPower,nlme,1,0.0001,2
1269,R,varConstProp,nlme,1,0.0001,2
1270,R,varExp,nlme,1,0.0001,2
1271,R,varFixed,nlme,1,0.0001,1
1272,R,vcovCR,clubSandwich,1,0.0001,6
1273,R,vcovHAC,sandwich,1,0.0001,3
1274,R,vcov_cluster,fixest,1,0.0001,4
1275,R,vif,car;metafor,1,0.0001,8
1276,Python,vonmises,scipy.stats,1,0.0002,3
1277,Python,vonmises,numpy.random,1,0.0002,2
1278,R,vuong,pscl,1,0.0001,30
1279,Python,wald,numpy.random,1,0.0002,1
1280,Python,wasserstein_distance,scipy.stats,1,0.0002,20
1281,R,weighted.residuals,stats,1,0.0001,4
1282,Python,weightedtau,scipy.stats,1,0.0002,26
1283,R,weightsAndrews,sandwich,1,0.0001,1
1284,R,weightsLumley,sandwich,1,0.0001,1
1285,R,width.SJ,MASS,1,0.0001,2
1286,Python,winsorize,scipy.stats,1,0.0002,7
1287,Python,wishart,scipy.stats,1,0.0002,10
1288,R,xpd,fixest,1,0.0001,2
1289,Python,zero_one_loss,sklearn.metrics,1,0.0002,7
1290,R,zeta,VGAM,1,0.0001,1
1291,Python,zipf,scipy.stats,1,0.0002,1
1292,Python,zipf,numpy.random,1,0.0002,1
